EXERCÍCIO,CÓDIGO ÓRGÃO SUPERIOR,NOME ÓRGÃO SUPERIOR,CÓDIGO ÓRGÃO SUBORDINADO,NOME ÓRGÃO SUBORDINADO,CÓDIGO UNIDADE ORÇAMENTÁRIA,NOME UNIDADE ORÇAMENTÁRIA,CÓDIGO FUNÇÃO,NOME FUNÇÃO,CÓDIGO SUBFUNÇÃO,NOME SUBFUNÇÃO,CÓDIGO PROGRAMA ORÇAMENTÁRIO,NOME PROGRAMA ORÇAMENTÁRIO,CÓDIGO AÇÃO,NOME AÇÃO,CÓDIGO CATEGORIA ECONÔMICA,NOME CATEGORIA ECONÔMICA,CÓDIGO GRUPO DE DESPESA,NOME GRUPO DE DESPESA,CÓDIGO ELEMENTO DE DESPESA,NOME ELEMENTO DE DESPESA,ORÇAMENTO INICIAL (R$),ORÇAMENTO ATUALIZADO (R$),ORÇAMENTO EMPENHADO (R$),ORÇAMENTO REALIZADO (R$),% REALIZADO DO ORÇAMENTO (COM RELAÇÃO AO ORÇAMENTO ATUALIZADO)
2026,26000,Ministério da Educação,26413,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",26413,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,76565.02,76565.02,56977.68,4243.85,5.54
2026,26000,Ministério da Educação,26273,Universidade Federal do Rio Grande,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,136150.0,136150.0,136150.0,66150.0,48.59
2026,26000,Ministério da Educação,26402,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",26402,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,660310.4,660310.4,645309.61,203678.09,30.85
2026,26000,Ministério da Educação,26277,Universidade Federal de Ouro Preto,26277,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,310543.31,310543.31,300543.31,261073.31,84.07
2026,26000,Ministério da Educação,26405,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",26405,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,159126.53,159126.53,165545.17,21679.02,13.62
2026,26000,Ministério da Educação,26242,Universidade Federal de Pernambuco,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,114737.28,114737.28,114737.28,82737.28,72.11
2026,26000,Ministério da Educação,26410,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",26410,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,183863.0,183863.0,183863.0,28244.24,15.36
2026,26000,Ministério da Educação,26285,Fundação Universidade Federal de São João Del-Rei,26285,FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,2800.0,2800.0,2800.0,2800.0,100.0
2026,26000,Ministério da Educação,26249,Universidade Federal Rural do Rio de Janeiro,26249,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,50000.0,50000.0,50000.0,0.0,0.0
2026,26000,Ministério da Educação,26232,Universidade Federal da Bahia,26232,UNIVERSIDADE FEDERAL DA BAHIA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,1079479.0,1079479.0,1069479.0,499200.0,46.24
2026,26000,Ministério da Educação,26426,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",26426,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,313000.0,313000.0,273000.0,109247.87,34.9
2026,26000,Ministério da Educação,26270,Fundação Universidade do Amazonas,26270,FUNDACAO UNIVERSIDADE DO AMAZONAS,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,639800.0,639800.0,569800.0,518000.0,80.96
2026,26000,Ministério da Educação,26435,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",26435,"INST.FED.DE EDUC.,CIENC.E TEC.DO RN",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,291886.44,291886.44,291886.44,29302.39,10.04
2026,26000,Ministério da Educação,26244,Universidade Federal do Rio Grande do Sul,26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,18500.0,18500.0,18500.0,0.0,0.0
2026,26000,Ministério da Educação,26430,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco",26430,"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,160000.0,160000.0,145000.0,33472.63,20.92
2026,26000,Ministério da Educação,26282,Universidade Federal de Viçosa,26282,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,10440.0,10440.0,10440.0,0.0,0.0
2026,26000,Ministério da Educação,26407,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",26407,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,219000.06,219000.06,219000.06,59896.17,27.35
2026,26000,Ministério da Educação,26279,Fundação Universidade Federal do Piauí,26279,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,622300.0,622300.0,622300.0,216477.53,34.79
2026,26000,Ministério da Educação,26404,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",26404,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,235007.5,235007.5,233007.5,53061.23,22.58
2026,26000,Ministério da Educação,26248,Universidade Federal Rural de Pernambuco,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,286050.0,286050.0,286050.0,159842.28,55.88
2026,26000,Ministério da Educação,26418,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",26418,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,335781.58,335781.58,248328.95,13141.24,3.91
2026,26000,Ministério da Educação,26240,Universidade Federal da Paraíba,26240,UNIVERSIDADE FEDERAL DA PARAIBA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,2831680.0,2831680.0,1416620.0,823665.86,29.09
2026,26000,Ministério da Educação,26257,Centro Federal de Educação Tecnológica de Minas Gerais,26257,CENTRO FED.DE EDUC.TECNOL.DE MINAS GERAIS,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,230000.0,230000.0,230000.0,46473.72,20.21
2026,26000,Ministério da Educação,26453,Universidade Federal de Jataí,26453,UNIVERSIDADE FEDERAL DE JATAI,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,115690.0,115690.0,115690.0,41063.33,35.49
2026,26000,Ministério da Educação,26282,Universidade Federal de Viçosa,26282,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,1.0,1.0,1.0,0.0,0.0
2026,26000,Ministério da Educação,26272,Fundação Universidade do Maranhão,26272,FUNDACAO UNIVERSIDADE DO MARANHAO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,196000.0,196000.0,196000.0,0.0,0.0
2026,26000,Ministério da Educação,26411,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",26411,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,230800.0,230800.0,230800.0,23026.52,9.98
2026,26000,Ministério da Educação,26350,Fundação Universidade Federal da Grande Dourados,26350,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,210000.0,210000.0,210000.0,66500.0,31.67
2026,26000,Ministério da Educação,26279,Fundação Universidade Federal do Piauí,26279,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,15000.0,15000.0,15000.0,502.5,3.35
2026,26000,Ministério da Educação,26275,Fundação Universidade Federal do Acre,26275,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,364200.0,364200.0,363600.0,262800.0,72.16
2026,26000,Ministério da Educação,26248,Universidade Federal Rural de Pernambuco,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,2010.0,2010.0,2010.0,0.0,0.0
2026,26000,Ministério da Educação,26250,Universidade Federal de Roraima,26250,UNIVERSIDADE FEDERAL DE RORAIMA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,45500.0,45500.0,45500.0,0.0,0.0
2026,26000,Ministério da Educação,26240,Universidade Federal da Paraíba,26240,UNIVERSIDADE FEDERAL DA PARAIBA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,20.0,20.0,10.0,0.0,0.0
2026,26000,Ministério da Educação,26276,Fundação Universidade Federal do Mato Grosso,26276,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,102900.0,102900.0,102900.0,102900.0,100.0
2026,26000,Ministério da Educação,26415,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",26415,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,136826.46,136826.46,129826.46,14394.96,10.52
2026,26000,Ministério da Educação,26352,Fundação Universidade Federal do ABC,26352,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,1328700.0,1328700.0,604800.0,176400.0,13.28
2026,26000,Ministério da Educação,26438,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",26438,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,105750.0,105750.0,95750.0,30046.74,28.41
2026,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,26234,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,742000.0,742000.0,742000.0,739900.0,99.72
2026,26000,Ministério da Educação,26256,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,26256,CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,143000.0,143000.0,124000.0,39407.65,27.56
2026,26000,Ministério da Educação,26246,Universidade Federal de Santa Catarina,26246,UNIVERSIDADE FEDERAL DE SANTA CATARINA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,1845885.54,1845885.54,923317.86,609473.05,33.02
2026,26000,Ministério da Educação,26421,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",26421,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,147755.0,147755.0,147755.0,39115.61,26.47
2026,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,26260,UNIVERSIDADE FEDERAL DE ALFENAS,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,38000.0,38000.0,38000.0,26600.0,70.0
2026,26000,Ministério da Educação,26274,Fundação Universidade Federal de Uberlândia,26274,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,10000.0,10000.0,10000.0,0.0,0.0
2026,26000,Ministério da Educação,26351,Universidade Federal do Recôncavo da Bahia,26351,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,16500.0,16500.0,16500.0,9500.0,57.58
2026,26000,Ministério da Educação,26439,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",26439,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,232571.8,232571.8,220071.8,31807.18,13.68
2026,26000,Ministério da Educação,26278,Fundação Universidade Federal de Pelotas,26278,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,2681600.0,2681600.0,120600.0,117800.0,4.39
2026,26000,Ministério da Educação,26437,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",26437,"INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,15300.0,15300.0,14300.0,3559.99,23.27
2026,26000,Ministério da Educação,26440,Universidade Federal da Fronteira Sul,26440,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENT",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,18,Auxílio Financeiro a Estudantes,538020.0,538020.0,538020.0,193620.0,35.99
2026,26000,Ministério da Educação,26250,Universidade Federal de Roraima,26250,UNIVERSIDADE FEDERAL DE RORAIMA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,30000.0,30000.0,30000.0,0.0,0.0
